country,region,year,"Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male",Primary school completion (% of girls),"Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Expenditure per student, tertiary (% of GDP per capita)",Youth (15-24) literacy rate (%). Female,Youth (15-24) literacy rate (%). Male,Youth (15-24) literacy rate (%). Total,Adult (15+) literacy rate (%). Male,Adult (15+) literacy rate (%). Total,Ratio of girls to boys in primary and secondary education (%),Education aid (% of total aid),Ratio of young literate females to males (% ages 15-24),Mean years in school (men 25 years old and older),Mean year in School (between 28 and 34 years old ),"Mean years in school (Women of reproductive age, from 15 to 44 years old)",Mean years in school (women 25 and older),Mean years in school (between 25 and 34 years old),Mean years in school ( women aged 25 to 34 as % men of same age)
South Africa,Southern Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6.8,6.4,4.7,6.5,98.4848484848485
South Africa,Southern Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7,6.5,4.8,6.7,98.5294117647059
South Africa,Southern Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,7.2,6.7,5,6.9,98.5714285714286
South Africa,Southern Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,7.3,6.8,5.1,7,98.5915492957746
South Africa,Southern Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.719,NA,NA,5.9,7.5,7,5.2,7.2,98.6301369863014
South Africa,Southern Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.429,NA,NA,6,7.6,7.1,5.4,7.4,98.6666666666667
South Africa,Southern Africa,1991,678106,294216,383890,80.20453,71.60408,75.90394,NA,NA,NA,NA,NA,NA,NA,NA,103.75,NA,NA,6.1,7.8,7.3,5.5,7.5,98.6842105263158
South Africa,Southern Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,7.9,7.5,5.7,7.7,98.7179487179487
South Africa,Southern Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,8.1,7.6,5.8,7.9,100
South Africa,Southern Africa,1994,415655,184255,231400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.993,NA,NA,6.5,8.2,7.8,6,8,98.7654320987654
South Africa,Southern Africa,1995,350852,150232,200620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,8.3,7.9,6.2,8.2,100
South Africa,Southern Africa,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2885437837616,93.4984100702802,93.9051499112136,84.0713779349059,82.4021023685345,NA,NA,100.845077165363,6.8,8.5,8.1,6.3,8.4,100
South Africa,Southern Africa,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,8.6,8.3,6.5,8.5,100
South Africa,Southern Africa,1998,337681,122551,215130,92.77866,86.96421,89.8654,NA,NA,NA,NA,NA,NA,NA,NA,102.604,NA,NA,7,8.8,8.4,6.6,8.7,100
South Africa,Southern Africa,1999,268574,88628,179946,87.40051,82.52906,84.95905,14.20573,20.04302,NA,NA,NA,NA,NA,NA,102.208,NA,NA,7.2,8.9,8.6,6.8,8.8,100
South Africa,Southern Africa,2e3,425498,185400,240098,87.44871,85.31676,86.37971,13.87536,17.71404,NA,NA,NA,NA,NA,NA,100.371,NA,NA,7.3,9.1,8.7,7,9,101.123595505618
South Africa,Southern Africa,2001,401730,161941,239789,NA,NA,NA,13.84907,17.50244,NA,NA,NA,NA,NA,NA,100.949,NA,NA,7.4,9.2,8.9,7.1,9.2,101.098901098901
South Africa,Southern Africa,2002,388061,152609,235452,93.56082,89.3786,91.46445,13.89649,17.16385,NA,NA,NA,NA,NA,NA,100.382,NA,NA,7.6,9.3,9,7.3,9.3,101.086956521739
South Africa,Southern Africa,2003,362507,150338,212169,96.54216,93.49056,95.01249,12.85921,18.65679,NA,NA,NA,NA,NA,NA,99.931,NA,NA,7.7,9.5,9.2,7.5,9.5,102.150537634409
South Africa,Southern Africa,2004,388886,170897,217989,99.05107,99.65558,99.35417,13.18549,19.51357,NA,NA,NA,NA,NA,NA,99.849,NA,NA,7.8,9.6,9.3,7.6,9.6,102.127659574468
South Africa,Southern Africa,2005,478030,214499,263531,NA,NA,NA,14.22229,17.4827,NA,NA,NA,NA,NA,NA,99.704,NA,NA,8,9.7,9.5,7.8,9.8,102.083333333333
South Africa,Southern Africa,2006,518895,236273,282622,NA,NA,NA,15.40483,16.67714,NA,NA,NA,NA,NA,NA,99.574,NA,NA,8.1,9.9,9.6,8,10,103.092783505155
South Africa,Southern Africa,2007,481766,211109,270657,NA,NA,NA,14.40054,17.37432,NA,98.0921140315026,97.0451798211386,97.5707750553158,90.7175869356744,88.7172506703813,99.487,NA,101.078811139606,8.2,10,9.7,8.2,10.1,103.061224489796
South Africa,Southern Africa,2008,577376,260838,316538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.17,NA,NA,8.4,10.1,9.9,8.3,10.2,103.030303030303
South Africa,Southern Africa,2009,678531,316513,362018,NA,NA,NA,15.16056,17.63618,NA,NA,NA,NA,NA,NA,99.283,NA,NA,8.5,10.2,10,8.5,10.4,104
South Africa,Southern Africa,2010,NA,NA,NA,NA,NA,NA,17.59359,19.81397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,Southern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1623662324046,98.4052350145882,98.782572970337,93.8594195006583,92.9831401688284,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.7,0.8,0.3,0.7,26.9230769230769
Sudan,Northern Africa,1971,NA,NA,NA,9.06852,12.65513,10.8813,NA,NA,NA,NA,NA,NA,NA,NA,58.638,NA,NA,1.6,2.9,0.9,0.4,0.8,29.6296296296296
Sudan,Northern Africa,1972,NA,NA,NA,18.29927,34.1086,26.29049,NA,NA,NA,NA,NA,NA,NA,NA,49.598,NA,NA,1.6,3,0.9,0.4,0.8,28.5714285714286
Sudan,Northern Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.866,NA,NA,1.7,3.1,1,0.4,0.9,31.0344827586207
Sudan,Northern Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.563,NA,NA,1.8,3.2,1,0.4,1,33.3333333333333
Sudan,Northern Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,3.4,1.1,0.5,1,31.25
Sudan,Northern Africa,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.334,NA,NA,1.9,3.5,1.2,0.5,1.1,33.3333333333333
Sudan,Northern Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.289,NA,NA,2,3.6,1.3,0.5,1.2,35.2941176470588
Sudan,Northern Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.277,NA,NA,2.1,3.8,1.4,0.5,1.2,33.3333333333333
Sudan,Northern Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.068,NA,NA,2.2,3.9,1.4,0.6,1.3,35.1351351351351
Sudan,Northern Africa,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.62,NA,NA,2.3,4.1,1.5,0.6,1.4,35.8974358974359
Sudan,Northern Africa,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.477,NA,NA,2.4,4.2,1.7,0.7,1.5,37.5
Sudan,Northern Africa,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.896,NA,NA,2.5,4.4,1.8,0.7,1.6,38.0952380952381
Sudan,Northern Africa,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.155,NA,NA,2.5,4.6,1.9,0.8,1.8,40.9090909090909
Sudan,Northern Africa,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.607,NA,NA,2.6,4.7,2,0.8,1.9,41.304347826087
Sudan,Northern Africa,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.952,NA,NA,2.7,4.9,2.1,0.9,2,42.5531914893617
Sudan,Northern Africa,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.225,NA,NA,2.9,5.1,2.3,0.9,2.2,44.8979591836735
Sudan,Northern Africa,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.2,2.4,1,2.3,45.0980392156863
Sudan,Northern Africa,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.4,2.5,1.1,2.5,48.0769230769231
Sudan,Northern Africa,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,5.6,2.7,1.1,2.6,48.1481481481481
Sudan,Northern Africa,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.7,2.8,1.2,2.8,50
Sudan,Northern Africa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.518,NA,NA,3.4,5.9,2.9,1.3,2.9,50.8771929824561
Sudan,Northern Africa,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.784,NA,NA,3.5,6,3.1,1.3,3.1,52.5423728813559
Sudan,Northern Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,6.2,3.2,1.4,3.3,55
Sudan,Northern Africa,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,6.3,3.4,1.5,3.5,56.4516129032258
Sudan,Northern Africa,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,6.5,3.5,1.6,3.6,57.1428571428572
Sudan,Northern Africa,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.6,3.7,1.7,3.8,58.4615384615385
Sudan,Northern Africa,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,6.7,3.8,1.8,4,60.6060606060606
Sudan,Northern Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,6.9,4,1.9,4.2,62.6865671641791
Sudan,Northern Africa,1999,2988736,1572208,1416528,34.75607,38.58346,36.70154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,7,4.1,2,4.3,62.3188405797101
Sudan,Northern Africa,2e3,3058823,1608849,1449974,34.74024,38.57324,36.68889,NA,NA,NA,72.3313823857302,85.694958058987993,78.155587876882,71.5810158019705,61.3458731122508,NA,NA,NA,4.5,7.1,4.3,2.1,4.5,64.2857142857143
Sudan,Northern Africa,2001,2947765,1563147,1384618,36.00214,40.93915,38.5123,NA,NA,NA,NA,NA,NA,NA,NA,88.016,NA,NA,4.6,7.3,4.5,2.2,4.7,65.2777777777778
Sudan,Northern Africa,2002,NA,NA,NA,37.65011,43.12794,40.4351,NA,NA,NA,NA,NA,NA,NA,NA,87.632,NA,NA,4.7,7.4,4.6,2.3,4.9,67.1232876712329
Sudan,Northern Africa,2003,NA,NA,NA,40.0427,46.67772,43.41615,NA,NA,NA,NA,NA,NA,NA,NA,88.078,NA,NA,4.8,7.5,4.8,2.4,5.1,68.9189189189189
Sudan,Northern Africa,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.221,NA,NA,5,7.7,4.9,2.5,5.3,70.6666666666667
Sudan,Northern Africa,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.917,NA,NA,5.1,7.8,5.1,2.6,5.4,71.0526315789474
Sudan,Northern Africa,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.339,NA,NA,5.2,7.9,5.3,2.7,5.6,72.7272727272727
Sudan,Northern Africa,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.652,NA,NA,5.3,8,5.4,2.8,5.8,74.3589743589744
Sudan,Northern Africa,2008,NA,NA,NA,47.70831,54.26652,51.04514,NA,NA,NA,NA,NA,NA,NA,NA,89.191,NA,NA,5.5,8.1,5.6,2.9,6,75.9493670886076
Sudan,Northern Africa,2009,NA,NA,NA,54.85969,60.7786,57.87182,NA,NA,NA,NA,NA,NA,NA,NA,89.502,NA,NA,5.6,8.2,5.7,3.1,6.2,77.5
Sudan,Northern Africa,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,Northern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5452,89.94864,87.28701,80.71497,71.93777,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,1970,39239,19586,19653,40.35936,44.20315,42.26822,NA,NA,NA,NA,NA,NA,NA,NA,90.527,NA,NA,1.9,3.1,2.1,1.3,2.2,78.5714285714286
Swaziland,Southern Africa,1971,40470,20197,20273,38.47581,42.64857,40.54284,NA,NA,NA,NA,NA,NA,NA,NA,90.382,NA,NA,2,3.2,2.2,1.4,2.4,80
Swaziland,Southern Africa,1972,39946,19919,20027,39.12901,44.00871,41.54497,NA,NA,NA,NA,NA,NA,NA,NA,89.464,NA,NA,2.1,3.4,2.4,1.5,2.5,80.6451612903226
Swaziland,Southern Africa,1973,38526,19211,19315,47.8462,51.25081,49.53316,NA,NA,NA,NA,NA,NA,NA,NA,90.161,NA,NA,2.2,3.5,2.5,1.6,2.6,78.7878787878788
Swaziland,Southern Africa,1974,38871,19100,19771,53.26742,55.3798,54.31638,NA,NA,NA,NA,NA,NA,NA,NA,91.778,NA,NA,2.3,3.7,2.6,1.7,2.8,80
Swaziland,Southern Africa,1975,37680,18344,19336,56.72646,56.20097,56.46493,NA,NA,NA,NA,NA,NA,NA,NA,92.968,NA,NA,2.4,3.9,2.8,1.7,2.9,80.5555555555556
Swaziland,Southern Africa,1976,37888,18438,19450,58.85424,56.22896,57.54772,NA,NA,NA,74.9796645621102,76.0830814539254,75.4524423585668,57.3843858776728,55.3250372700061,94.067,NA,98.5497210802596,2.5,4.1,2.9,1.8,3.1,81.578947368421
Swaziland,Southern Africa,1977,37835,18474,19361,57.9826,56.54146,57.26574,NA,NA,NA,NA,NA,NA,NA,NA,95.388,NA,NA,2.7,4.2,3.1,1.9,3.2,80
Swaziland,Southern Africa,1978,38735,18757,19978,58.00162,54.25678,56.1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4.4,3.2,2,3.4,82.9268292682927
Swaziland,Southern Africa,1979,38874,18687,20187,56.99556,53.78828,55.40097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,4.6,3.4,2.2,3.6,83.7209302325582
Swaziland,Southern Africa,1980,37507,NA,NA,58.44973,52.62354,55.55415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.8,3.5,2.3,3.7,82.2222222222222
Swaziland,Southern Africa,1981,34786,16521,18265,59.25926,57.94427,58.60714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5,3.7,2.4,3.9,82.9787234042553
Swaziland,Southern Africa,1982,35862,17102,18760,61.65938,58.04473,59.86768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.2,3.9,2.5,4.1,83.6734693877551
Swaziland,Southern Africa,1983,38133,17653,20480,63.52172,60.3073,61.92676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,5.4,4.1,2.6,4.3,84.3137254901961
Swaziland,Southern Africa,1984,38708,18128,20580,63.99645,59.53556,61.77832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5.5,4.3,2.8,4.4,83.0188679245283
Swaziland,Southern Africa,1985,37732,17361,20371,64.75823,59.9137,62.34339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,5.7,4.5,2.9,4.6,83.6363636363636
Swaziland,Southern Africa,1986,40937,19062,21875,65.51511,61.56093,63.54961,NA,NA,NA,84.2975996939849,83.0864928909953,83.7482365060052,69.6834690842568,67.2393811533052,NA,NA,101.457645834899,3.8,5.9,4.6,3,4.8,84.2105263157895
Swaziland,Southern Africa,1987,41899,19254,22645,63.86463,61.66683,62.77281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.1,4.8,3.2,5.1,86.4406779661017
Swaziland,Southern Africa,1988,44395,20772,23623,67.48396,62.45296,64.97789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,6.3,5,3.3,5.3,88.3333333333333
Swaziland,Southern Africa,1989,47216,21686,25530,65.5962,58.78923,62.18324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,6.4,5.2,3.5,5.5,88.7096774193548
Swaziland,Southern Africa,1990,45600,20890,24710,66.46402,59.35082,62.87164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,6.6,5.4,3.7,5.7,89.0625
Swaziland,Southern Africa,1991,47241,22127,25114,64.0171,57.63092,60.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.8,5.6,3.8,5.9,90.7692307692308
Swaziland,Southern Africa,1992,47890,22762,25128,64.5666,56.5163,60.53456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,6.9,5.8,4,6.1,91.044776119403
Swaziland,Southern Africa,1993,52724,25303,27421,62.94151,58.55639,60.74789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,7.1,6,4.2,6.3,91.304347826087
Swaziland,Southern Africa,1994,54018,25485,28533,63.96096,59.62074,61.7901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.2,6.2,4.3,6.5,91.5492957746479
Swaziland,Southern Africa,1995,54179,25647,28532,66.06345,60.63379,63.3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,7.4,6.4,4.5,6.7,93.0555555555556
Swaziland,Southern Africa,1996,61095,29069,32026,63.15073,58.47845,60.81067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,7.6,6.6,4.7,6.9,93.2432432432432
Swaziland,Southern Africa,1997,NA,NA,NA,64.52524,58.35843,61.43284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,7.7,6.8,4.9,7.2,96
Swaziland,Southern Africa,1998,64516,30321,34195,64.8891,60.91856,62.89608,NA,NA,NA,NA,NA,NA,NA,NA,96.752,NA,NA,5.6,7.9,7,5.1,7.4,96.1038961038961
Swaziland,Southern Africa,1999,66581,31554,35027,62.44937,57.02111,59.72058,8.31635,23.1631,NA,NA,NA,NA,NA,NA,96.683,NA,NA,5.7,8,7.2,5.3,7.6,97.4358974358974
Swaziland,Southern Africa,2e3,62998,30379,32619,62.48425,58.87978,60.66917,9.58303,26.11657,434.88128,92.9436383335812,90.6941459097231,91.8632446547165,83.1546231546232,81.6607018236346,96.144,NA,103.196860931943,5.9,8.2,7.4,5.5,7.8,97.5
Swaziland,Southern Africa,2001,61594,29475,32119,59.3372,57.03217,58.17529,8.80676,32.4781,279.18295,NA,NA,NA,NA,NA,96.989,NA,NA,6.1,8.3,7.6,5.7,8,98.7654320987654
Swaziland,Southern Africa,2002,61147,29400,31747,63.60341,58.97901,61.2708,9.69216,27.50969,257.28147,NA,NA,NA,NA,NA,95.91,NA,NA,6.2,8.5,7.8,5.9,8.2,98.7951807228916
Swaziland,Southern Africa,2003,59877,28728,31149,62.83095,56.21778,59.49214,11.19149,48.32098,362.07577,NA,NA,NA,NA,NA,97.184,NA,NA,6.4,8.6,8,6.1,8.4,100
Swaziland,Southern Africa,2004,53484,25358,28126,64.86191,59.68484,62.246,12.59246,31.29559,345.82593,NA,NA,NA,NA,NA,95.361,NA,NA,6.5,8.7,8.2,6.3,8.6,101.176470588235
Swaziland,Southern Africa,2005,50715,24168,26547,68.40067,62.55685,65.44723,14.83967,41.93323,295.14607,NA,NA,NA,NA,NA,96.03,NA,NA,6.7,8.9,8.3,6.5,8.8,101.149425287356
Swaziland,Southern Africa,2006,37714,18278,19436,68.22978,64.31763,66.25403,15.67315,39.47364,321.92846,NA,NA,NA,NA,NA,95.8,NA,NA,6.8,9,8.5,6.7,9,102.272727272727
Swaziland,Southern Africa,2007,31734,14649,17085,70.77358,75.69924,73.25881,NA,NA,NA,NA,NA,NA,NA,NA,92.745,NA,NA,7,9.1,8.7,6.9,9.1,102.247191011236
Swaziland,Southern Africa,2008,NA,NA,NA,NA,NA,NA,12.31797,34.38323,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,9.3,8.9,7.1,9.3,103.333333333333
Swaziland,Southern Africa,2009,37775,18941,18834,72.4457,72.20863,72.32633,NA,NA,NA,NA,NA,NA,NA,NA,94.505,NA,103.227558429534,7.3,9.4,9.1,7.3,9.5,104.395604395604
Swaziland,Southern Africa,2010,29972,15433,14539,78.20287,75.66194,76.92437,17.68921,37.07195,NA,NA,NA,NA,NA,NA,94.028,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,Southern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.30996,92.19499,93.73971,88.39267,87.8443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.315,NA,NA,2,3.7,1.7,0.6,1.6,47.0588235294118
