country,region,year,"Children out of school, primary","Children out of school, primary, female","Children out of school, primary, male",Primary school completion (% of girls),"Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Expenditure per student, tertiary (% of GDP per capita)",Youth (15-24) literacy rate (%). Female,Youth (15-24) literacy rate (%). Male,Youth (15-24) literacy rate (%). Total,Adult (15+) literacy rate (%). Male,Adult (15+) literacy rate (%). Total,Ratio of girls to boys in primary and secondary education (%),Education aid (% of total aid),Ratio of young literate females to males (% ages 15-24),Mean years in school (men 25 years old and older),Mean year in School (between 28 and 34 years old ),"Mean years in school (Women of reproductive age, from 15 to 44 years old)",Mean years in school (women 25 and older),Mean years in school (between 25 and 34 years old),Mean years in school ( women aged 25 to 34 as % men of same age)
Tanzania,Eastern Africa,1971,NA,NA,NA,NA,NA,19.90604,NA,NA,NA,NA,NA,NA,NA,NA,63.368,NA,NA,2,3.8,1.7,0.7,1.7,48.5714285714286
Tanzania,Eastern Africa,1972,NA,NA,NA,NA,NA,24.63871,NA,NA,NA,NA,NA,NA,NA,NA,63.654,NA,NA,2.1,3.9,1.8,0.7,1.8,50
Tanzania,Eastern Africa,1973,NA,NA,NA,NA,NA,27.90243,NA,NA,NA,NA,NA,NA,NA,NA,65.286,NA,NA,2.2,4,1.9,0.7,1.8,48.6486486486486
Tanzania,Eastern Africa,1974,NA,NA,NA,NA,NA,31.53624,NA,NA,NA,NA,NA,NA,NA,NA,67.245,NA,NA,2.3,4.1,2,0.8,1.9,50
Tanzania,Eastern Africa,1975,NA,NA,NA,26.06798,44.65411,35.3405,NA,NA,NA,NA,NA,NA,NA,NA,70.804,NA,NA,2.4,4.2,2.1,0.8,2,51.2820512820513
Tanzania,Eastern Africa,1976,1601494,NA,NA,28.38471,49.42027,38.8798,NA,NA,NA,NA,NA,NA,NA,NA,74.825,NA,NA,2.4,4.3,2.2,0.9,2.1,52.5
Tanzania,Eastern Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.146,NA,NA,2.5,4.4,2.3,0.9,2.2,52.3809523809524
Tanzania,Eastern Africa,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.661,NA,NA,2.6,4.5,2.4,1,2.4,55.8139534883721
Tanzania,Eastern Africa,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.414,NA,NA,2.7,4.6,2.5,1,2.5,56.8181818181818
Tanzania,Eastern Africa,1980,1043990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4.8,2.6,1.1,2.6,57.7777777777778
Tanzania,Eastern Africa,1981,1123355,573897,549458,66.77595,87.58388,77.16779,NA,NA,NA,NA,NA,NA,NA,NA,89.981,NA,NA,2.9,4.9,2.7,1.2,2.7,58.695652173913
Tanzania,Eastern Africa,1982,1346105,669440,676665,78.22801,97.7804,87.9945,NA,NA,NA,NA,NA,NA,NA,NA,92.239,NA,NA,3,5,2.9,1.2,2.9,61.7021276595745
Tanzania,Eastern Africa,1983,1443578,704787,738791,85.60101,102.82534,94.20626,NA,NA,NA,NA,NA,NA,NA,NA,95.074,NA,NA,3.1,5.1,3,1.3,3,61.2244897959184
Tanzania,Eastern Africa,1984,1625471,NA,NA,116.19905,130.61332,123.40221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,5.2,3.1,1.4,3.2,64
Tanzania,Eastern Africa,1985,1801179,876125,925054,NA,NA,80.37782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.4,3.3,1.5,3.3,64.7058823529412
Tanzania,Eastern Africa,1986,1926035,935585,990450,71.48693,72.10837,71.79761,NA,NA,NA,NA,NA,NA,NA,NA,98.828,NA,NA,3.4,5.5,3.4,1.5,3.5,67.3076923076923
Tanzania,Eastern Africa,1987,2060076,1009065,1051011,69.42399,68.33365,68.87869,NA,NA,NA,NA,NA,NA,NA,NA,98.052,NA,NA,3.5,5.6,3.5,1.6,3.6,66.6666666666667
Tanzania,Eastern Africa,1988,2204300,1084279,1120021,64.13354,61.54659,62.83915,NA,NA,NA,77.8661734331289,86.2043178455612,81.7533027790549,71.3657099033929,59.1138035189359,97.802,NA,90.327463147066,3.6,5.7,3.6,1.7,3.8,69.0909090909091
Tanzania,Eastern Africa,1989,2277635,1123058,1154577,47.12543,47.98734,47.5569,NA,NA,NA,NA,NA,NA,NA,NA,97.252,NA,NA,3.7,5.7,3.7,1.8,3.9,69.6428571428572
Tanzania,Eastern Africa,1990,2375940,1173735,1202205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.061,NA,NA,3.8,5.8,3.9,1.9,4,71.4285714285714
Tanzania,Eastern Africa,1991,2488391,1231481,1256910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.662,NA,NA,3.9,5.9,4,2,4.2,73.6842105263158
Tanzania,Eastern Africa,1992,2567067,1272925,1294142,54.44709,55.65765,55.05356,NA,NA,NA,NA,NA,NA,NA,NA,95.818,NA,NA,4,6,4.1,2.1,4.3,74.1379310344828
Tanzania,Eastern Africa,1993,2693784,1330208,1363576,57.31599,58.59157,57.95505,NA,NA,NA,NA,NA,NA,NA,NA,96.099,NA,NA,4.1,6.1,4.2,2.2,4.5,76.271186440678
Tanzania,Eastern Africa,1994,2844212,1398429,1445783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.874,NA,NA,4.2,6.1,4.3,2.3,4.6,76.6666666666667
Tanzania,Eastern Africa,1995,2929009,1441669,1487340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.217,NA,NA,4.3,6.2,4.5,2.4,4.7,77.0491803278688
Tanzania,Eastern Africa,1996,3007052,1480925,1526127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.681,NA,NA,4.4,6.3,4.6,2.5,4.9,80.327868852459
Tanzania,Eastern Africa,1997,3059829,1504506,1555323,59.06406,57.81152,58.43633,NA,NA,NA,NA,NA,NA,NA,NA,97.882,NA,NA,4.5,6.3,4.7,2.6,5,80.6451612903226
Tanzania,Eastern Africa,1998,3157741,1549756,1607985,48.60268,48.37665,48.48942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,6.4,4.8,2.7,5.1,80.952380952381
Tanzania,Eastern Africa,1999,3190096,1563845,1626251,58.64865,56.1988,57.4209,NA,NA,NA,NA,NA,NA,NA,NA,99.186,NA,NA,4.7,6.4,4.9,2.8,5.3,84.1269841269841
Tanzania,Eastern Africa,2e3,3011283,1478850,1532433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.794,NA,NA,4.8,6.5,5,2.9,5.4,84.375
Tanzania,Eastern Africa,2001,2761241,1373482,1387759,56.00492,53.97701,54.98846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.5,5.1,3,5.5,85.9375
Tanzania,Eastern Africa,2002,1806175,918823,887352,60.10742,58.25107,59.17696,NA,NA,NA,76.2020150040464,80.9171801803996,78.3960480541156,77.5063997558865,69.4309003827679,NA,NA,94.1728503565158,5,6.6,5.2,3.1,5.6,86.1538461538462
Tanzania,Eastern Africa,2003,1252293,655955,596338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.6,5.3,3.3,5.7,87.6923076923077
Tanzania,Eastern Africa,2004,960680,506570,454110,57.96206,58.52629,58.24496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,6.6,5.4,3.4,5.8,89.2307692307692
Tanzania,Eastern Africa,2005,649370,352125,297245,54.19695,56.48088,55.34246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.7,5.5,3.5,6,90.9090909090909
Tanzania,Eastern Africa,2006,255816,148866,106950,71.47928,73.84133,72.66421,NA,NA,NA,NA,NA,NA,NA,NA,96.535,NA,NA,5.4,6.7,5.6,3.6,6.1,92.4242424242424
Tanzania,Eastern Africa,2007,NA,NA,NA,81.36033,85.1121,83.24304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.7,5.7,3.8,6.2,93.9393939393939
Tanzania,Eastern Africa,2008,137123,76866,60257,NA,NA,NA,21.45181,18.8383,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,6.7,5.8,3.9,6.3,95.4545454545454
Tanzania,Eastern Africa,2009,NA,NA,NA,103.13363,102.84846,102.99039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3272584012129,5.7,6.7,5.9,4,6.4,96.969696969697
Tanzania,Eastern Africa,2010,NA,NA,NA,92.13363,87.66969,89.89012,NA,NA,873.25659,72.7709987660675,76.491142138011,74.560520505155,75.4678017365622,67.8007009591475,97.509,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,Eastern Africa,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,2.2,0.6,0.3,0.6,31.5789473684211
Togo,Western Africa,1971,162575,114671,47904,13.19914,38.31728,25.69481,NA,NA,NA,NA,NA,NA,NA,NA,42.913,NA,NA,1.4,2.3,0.6,0.3,0.6,30
Togo,Western Africa,1972,165493,115096,50397,16.5608,45.75825,31.08853,NA,NA,NA,NA,NA,NA,NA,NA,44.493,NA,NA,1.4,2.5,0.7,0.3,0.7,31.8181818181818
Togo,Western Africa,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.311,NA,NA,1.5,2.6,0.7,0.4,0.7,30.4347826086957
Togo,Western Africa,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.559,NA,NA,1.6,2.7,0.8,0.4,0.8,33.3333333333333
Togo,Western Africa,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.348,NA,NA,1.7,2.8,0.8,0.4,0.8,32
Togo,Western Africa,1976,NA,NA,NA,23.2445,63.83806,43.46434,NA,NA,NA,NA,NA,NA,NA,NA,49.051,NA,NA,1.7,2.9,0.9,0.4,0.9,34.6153846153846
Togo,Western Africa,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.124,NA,NA,1.8,3.1,0.9,0.4,0.9,33.3333333333333
Togo,Western Africa,1978,119078,94778,24300,31.3187,75.37766,53.26847,NA,NA,NA,NA,NA,NA,NA,NA,51.938,NA,NA,1.9,3.2,1,0.5,1,34.4827586206897
Togo,Western Africa,1979,116842,92676,24166,32.5149,73.35721,52.86669,NA,NA,NA,NA,NA,NA,NA,NA,53.785,NA,NA,2,3.3,1.1,0.5,1,33.3333333333333
Togo,Western Africa,1980,118685,93182,25503,34.01297,75.40479,54.64189,NA,NA,NA,NA,NA,NA,NA,NA,54.794,NA,NA,2,3.5,1.1,0.5,1.1,35.4838709677419
Togo,Western Africa,1981,NA,NA,NA,31.99659,70.70412,51.29194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.6,1.2,0.6,1.2,36.3636363636364
Togo,Western Africa,1982,139156,103788,35368,31.43973,66.29584,48.81834,NA,NA,NA,NA,NA,NA,NA,NA,57.088,NA,NA,2.2,3.7,1.3,0.6,1.2,35.2941176470588
Togo,Western Africa,1983,156332,108504,47828,30.96285,64.70315,47.78868,NA,NA,NA,NA,NA,NA,NA,NA,57.659,NA,NA,2.3,3.9,1.4,0.6,1.3,36.1111111111111
Togo,Western Africa,1984,198702,130949,67753,26.08797,56.58538,41.3001,NA,NA,NA,NA,NA,NA,NA,NA,57.063,NA,NA,2.4,4,1.4,0.7,1.4,37.8378378378378
Togo,Western Africa,1985,215921,139702,76219,20.60827,49.12413,34.83447,NA,NA,NA,NA,NA,NA,NA,NA,56.337,NA,NA,2.5,4.1,1.5,0.7,1.5,39.4736842105263
Togo,Western Africa,1986,248009,154143,93866,21.19131,48.13993,34.63561,NA,NA,NA,NA,NA,NA,NA,NA,55.452,NA,NA,2.6,4.3,1.6,0.8,1.5,37.5
Togo,Western Africa,1987,203376,139896,63480,20.08663,46.46481,33.24433,NA,NA,NA,NA,NA,NA,NA,NA,55.693,NA,NA,2.7,4.4,1.7,0.8,1.6,39.0243902439024
Togo,Western Africa,1988,207348,141732,65616,24.75588,52.60251,38.64504,NA,NA,NA,NA,NA,NA,NA,NA,56.187,NA,NA,2.8,4.5,1.8,0.8,1.7,40.4761904761905
Togo,Western Africa,1989,211367,144684,66683,19.24106,43.39103,31.28678,NA,NA,NA,NA,NA,NA,NA,NA,56.797,NA,NA,2.9,4.6,1.9,0.9,1.8,41.8604651162791
Togo,Western Africa,1990,208221,142112,66109,23.74307,51.46023,37.56764,NA,NA,NA,NA,NA,NA,NA,NA,58.096,NA,NA,3,4.7,2,0.9,1.9,42.2222222222222
Togo,Western Africa,1991,194782,135342,59440,24.16816,51.33081,37.71576,NA,NA,NA,NA,NA,NA,NA,NA,58.963,NA,NA,3.1,4.8,2.1,1,2,43.4782608695652
Togo,Western Africa,1992,NA,NA,NA,25.10829,52.43398,38.73573,NA,NA,NA,NA,NA,NA,NA,NA,59.628,NA,NA,3.2,5,2.2,1,2.1,44.6808510638298
Togo,Western Africa,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5.1,2.3,1.1,2.2,44.8979591836735
Togo,Western Africa,1994,222979,149299,73680,19.81308,40.66665,30.21318,NA,NA,NA,NA,NA,NA,NA,NA,59.858,NA,NA,3.4,5.2,2.4,1.2,2.3,46
Togo,Western Africa,1995,160372,120942,39430,28.0279,58.56916,43.26069,NA,NA,NA,NA,NA,NA,NA,NA,61.216,NA,NA,3.5,5.3,2.5,1.2,2.4,47.0588235294118
Togo,Western Africa,1996,105774,98905,6869,32.43189,68.73879,50.53947,NA,NA,NA,NA,NA,NA,NA,NA,61.941,NA,NA,3.6,5.4,2.6,1.3,2.5,48.0769230769231
Togo,Western Africa,1997,129863,109223,20640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.476,NA,NA,3.7,5.6,2.7,1.3,2.6,48.1481481481481
Togo,Western Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,5.7,2.8,1.4,2.7,49.0909090909091
Togo,Western Africa,1999,85985,NA,NA,42.2752,77.60354,59.89129,7.73588,27.71179,NA,NA,NA,NA,NA,NA,67,NA,NA,4,5.8,2.9,1.5,2.8,50
Togo,Western Africa,2e3,87303,NA,NA,50.96652,87.04795,68.95983,11.17614,23.84748,NA,63.5548523206751,83.786231884058,74.4395711500975,68.72574385511,53.1775994966179,69.047,NA,75.9678552244838,4.1,5.9,3,1.6,2.9,50.8771929824561
Togo,Western Africa,2001,76690,NA,NA,57.89154,93.11386,75.4567,10.81542,NA,NA,NA,NA,NA,NA,NA,69.936,NA,NA,4.2,6,3.1,1.6,3,51.7241379310345
Togo,Western Africa,2002,73474,NA,NA,NA,NA,NA,10.42601,NA,NA,NA,NA,NA,NA,NA,71.218,NA,NA,4.3,6.1,3.3,1.7,3.1,52.5423728813559
Togo,Western Africa,2003,71811,NA,NA,60.85017,88.79128,74.78347,10.38919,NA,NA,NA,NA,NA,NA,NA,71.967,NA,NA,4.5,6.2,3.4,1.8,3.2,53.3333333333333
Togo,Western Africa,2004,67260,NA,NA,63.36233,89.48937,76.39293,7.82169,NA,NA,NA,NA,NA,NA,NA,73.304,NA,NA,4.6,6.3,3.5,1.9,3.3,53.2258064516129
Togo,Western Africa,2005,63002,NA,NA,62.98991,88.26728,75.59909,7.72298,NA,NA,NA,NA,NA,NA,NA,74.155,NA,NA,4.7,6.4,3.6,2,3.5,55.5555555555556
Togo,Western Africa,2006,58786,NA,NA,63.31738,87.66729,75.46598,6.47665,NA,NA,67.9236995291164,84.8553178481681,76.4529369709878,70.2702720717526,56.8883677008263,75.342,NA,80.0464853017652,4.8,6.5,3.7,2.1,3.6,57.1428571428572
Togo,Western Africa,2007,55429,NA,NA,NA,NA,NA,8.33586,17.00623,137.91096,NA,NA,NA,NA,NA,75.18,NA,NA,5,6.6,3.9,2.2,3.7,57.8125
Togo,Western Africa,2008,51411,NA,NA,57.25276,79.74251,68.47656,8.28059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,6.7,4,2.2,3.8,58.4615384615385
Togo,Western Africa,2009,NA,NA,NA,57.62123,78.79385,68.19038,9.97571,NA,NA,74.5553545215581,87.6279996428528,81.7359870985238,71.1663510913228,57.0933792309714,NA,NA,NA,5.2,6.8,4.1,2.3,3.9,59.0909090909091
Togo,Western Africa,2010,NA,NA,NA,63.72449,83.64552,73.67122,10.77473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,Western Africa,2011,NA,NA,NA,66.82501,86.48754,76.64333,NA,NA,NA,72.708120344047,86.9166753916976,79.8859071338326,74.0568179131298,60.4099446722917,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,Northern Africa,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,4.3,1.2,0.5,1,25.6410256410256
Tunisia,Northern Africa,1971,227874,174613,53261,NA,NA,55.25584,NA,NA,NA,NA,NA,NA,NA,NA,60.003,NA,NA,2.5,4.4,1.3,0.5,1.1,26.8292682926829
Tunisia,Northern Africa,1972,NA,NA,NA,NA,NA,52.77382,NA,NA,NA,NA,NA,NA,NA,NA,59.532,NA,NA,2.6,4.6,1.4,0.5,1.2,27.906976744186
Tunisia,Northern Africa,1973,NA,NA,NA,41.893,76.21268,59.33541,NA,NA,NA,NA,NA,NA,NA,NA,60.208,NA,NA,2.7,4.8,1.5,0.6,1.3,29.5454545454545
Tunisia,Northern Africa,1974,NA,NA,NA,NA,NA,60.922110000000004,NA,NA,NA,NA,NA,NA,NA,NA,60.866,NA,NA,2.8,4.9,1.6,0.6,1.4,30.4347826086957
Tunisia,Northern Africa,1975,233867,180967,52900,NA,NA,67.52273,NA,NA,NA,NA,NA,NA,NA,NA,62.337,NA,NA,2.9,5.1,1.7,0.7,1.5,31.25
Tunisia,Northern Africa,1976,NA,NA,NA,50.31686,81.52059,66.34605,NA,NA,NA,NA,NA,NA,NA,NA,64.728,NA,NA,3,5.3,1.8,0.7,1.6,32
Tunisia,Northern Africa,1977,NA,NA,NA,52.8706,81.88788,67.7899,NA,NA,NA,NA,NA,NA,NA,NA,66.086,NA,NA,3.1,5.5,1.9,0.8,1.7,32.6923076923077
Tunisia,Northern Africa,1978,234136,173060,61076,54.61312,85.48529,70.47222,NA,NA,NA,NA,NA,NA,NA,NA,67.333,NA,NA,3.2,5.7,2.1,0.8,1.8,33.3333333333333
Tunisia,Northern Africa,1979,225558,165800,59758,46.12222,70.58187,58.66041,NA,NA,NA,NA,NA,NA,NA,NA,68.98,NA,NA,3.4,5.9,2.2,0.9,2,35.7142857142857
Tunisia,Northern Africa,1980,207827,157229,50598,47.40284,72.64759,60.31534,NA,NA,NA,NA,NA,NA,NA,NA,69.799,NA,NA,3.5,6.1,2.3,0.9,2.1,36.2068965517241
Tunisia,Northern Africa,1981,190775,145566,45209,63.47165,96.20259,80.19359,NA,NA,NA,NA,NA,NA,NA,NA,71.504,NA,NA,3.6,6.3,2.5,1,2.2,36.6666666666667
Tunisia,Northern Africa,1982,166836,130253,36583,50.37152,72.8901,61.86169,NA,NA,NA,NA,NA,NA,NA,NA,73.376,NA,NA,3.8,6.5,2.6,1.1,2.4,38.0952380952381
Tunisia,Northern Africa,1983,136990,113423,23567,52.62609,72.02609,62.51402,NA,NA,NA,NA,NA,NA,NA,NA,74.643,NA,NA,3.9,6.7,2.8,1.2,2.6,40
Tunisia,Northern Africa,1984,108412,96785,11627,56.72917,75.29966,66.18474,NA,NA,NA,62.523234520646,85.7445695195417,74.2841222598225,60.4072344896142,48.1907019610824,76.571,NA,72.9180108676114,4.1,7,3,1.2,2.8,41.1764705882353
Tunisia,Northern Africa,1985,101510,90628,10882,58.328360000000004,74.97515,66.79865,NA,NA,NA,NA,NA,NA,NA,NA,78.243,NA,NA,4.2,7.2,3.1,1.3,2.9,41.4285714285714
Tunisia,Northern Africa,1986,92456,83812,8644,61.68956,77.57395,69.77142,NA,NA,NA,NA,NA,NA,NA,NA,79.362,NA,NA,4.4,7.4,3.3,1.4,3.1,43.0555555555556
Tunisia,Northern Africa,1987,84812,78350,6462,62.79692,78.97922,71.0363,NA,NA,NA,NA,NA,NA,NA,NA,80.383,NA,NA,4.6,7.6,3.4,1.5,3.3,44.5945945945946
Tunisia,Northern Africa,1988,87874,78658,9216,63.57394,77.5223,70.67878,NA,NA,NA,NA,NA,NA,NA,NA,81.051,NA,NA,4.7,7.8,3.6,1.6,3.4,44.7368421052632
Tunisia,Northern Africa,1989,84206,74825,9381,68.15819,82.22053,75.3232,NA,NA,NA,NA,NA,NA,NA,NA,82.351,NA,NA,4.9,8,3.7,1.7,3.6,46.1538461538462
Tunisia,Northern Africa,1990,92630,75803,16827,74.14357,85.91596,80.14212,NA,NA,NA,NA,NA,NA,NA,NA,83.49,NA,NA,5,8.2,3.9,1.8,3.8,47.5
Tunisia,Northern Africa,1991,78448,67064,11384,68.83705,79.57048,74.30358,NA,NA,NA,NA,NA,NA,NA,NA,84.797,NA,NA,5.2,8.4,4.1,1.9,4,48.780487804878
Tunisia,Northern Africa,1992,67996,60852,7144,NA,NA,69.28159,NA,NA,NA,NA,NA,NA,NA,NA,86.316,NA,NA,5.4,8.5,4.2,2,4.2,50
Tunisia,Northern Africa,1993,50905,50661,244,69.96011,78.09699,74.09197,NA,NA,NA,NA,NA,NA,NA,NA,87.663,NA,NA,5.5,8.7,4.4,2.1,4.3,50
Tunisia,Northern Africa,1994,47645,NA,NA,77.34031,84.85975,81.15087,NA,NA,NA,75.08439,90.37918,82.79433,70.21365,59.23281,89.275,NA,NA,5.7,8.9,4.6,2.3,4.5,51.7241379310345
Tunisia,Northern Africa,1995,41718,NA,NA,87.68625,95.46795,91.62208,NA,NA,NA,NA,NA,NA,NA,NA,90.289,NA,NA,5.9,9,4.7,2.4,4.7,52.8089887640449
Tunisia,Northern Africa,1996,43604,41213,2391,86.28628,91.76347,89.05388,NA,NA,NA,NA,NA,NA,NA,NA,91.464,NA,NA,6,9.2,4.9,2.5,4.9,53.846153846153904
Tunisia,Northern Africa,1997,58887,44898,13989,88.63125,93.65613,91.17335,NA,NA,NA,NA,NA,NA,NA,NA,92.669,NA,NA,6.2,9.3,5.1,2.6,5,54.3478260869565
Tunisia,Northern Africa,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,9.5,5.3,2.8,5.2,55.3191489361702
Tunisia,Northern Africa,1999,63941,43202,20739,87.91731,90.47821,89.21543,14.1755,24.59279,81.08051,NA,NA,NA,NA,NA,95.559,NA,NA,6.5,9.6,5.4,2.9,5.4,56.8421052631579
Tunisia,Northern Africa,2e3,43301,31333,11968,86.72625,89.597,88.18269,13.97627,24.19065,71.3386,NA,NA,NA,NA,NA,97.566,NA,NA,6.7,9.8,5.6,3,5.6,58.3333333333333
Tunisia,Northern Africa,2001,27275,20708,6567,88.10657,89.95285,89.04401,14.47386,23.51441,63.7915,NA,NA,NA,NA,NA,98.053,NA,NA,6.9,9.9,5.8,3.2,5.7,58.1632653061224
Tunisia,Northern Africa,2002,11456,NA,NA,92.76525,94.61658,93.70642,14.03907,21.48409,57.06855,NA,NA,NA,NA,NA,97.805,NA,NA,7,10,5.9,3.3,5.9,59.5959595959596
Tunisia,Northern Africa,2003,8413,NA,NA,96.09634,97.62934,96.87651,18.37174,23.7145,62.1668,NA,NA,NA,NA,NA,99.911,NA,NA,7.2,10.1,6.1,3.5,6.1,61
Tunisia,Northern Africa,2004,6224,NA,NA,99.19026,99.91846,99.56125,19.15473,21.0305,60.9158,92.2407045009785,96.3950143815916,94.3389830508475,83.3850931677019,74.2969953775038,NA,NA,95.6903270285886,7.3,10.2,6.3,3.6,6.2,61.3861386138614
